age,gender,education,occupation,location,workHours,experience,salary
32,Male,MBA,Data Scientist,Mumbai,52,10,38.8
32,Female,B.Tech,Engineering Manager,Bengaluru,37,10,48
35,Male,B.E,Fullstack Developer,Noida,42,13,33.5
32,Female,B.E,Data Scientist,Noida,40,10,28.7
48,Male,B.E,Engineering Manager,Chennai,41,26,77.5
34,Male,PhD,Cloud Architect,Pune,39,12,61.7
48,Male,B.Tech,Software Engineer,Noida,46,26,76.1
31,Male,B.E,Frontend Developer,Hyderabad,49,9,29.1
30,Male,BCA,Cloud Architect,Mumbai,50,8,42.4
23,Male,B.Sc IT,Fullstack Developer,Noida,35,1,7.4
22,Male,B.E,QA Engineer,Hyderabad,54,0,7.1
35,Male,MBA,Frontend Developer,Mumbai,43,13,41.8
37,Female,B.Tech,Software Engineer,Hyderabad,36,15,43.5
38,Female,BCA,Software Engineer,Noida,41,16,39.9
26,Female,PhD,QA Engineer,Pune,49,4,17
50,Female,BCA,Engineering Manager,Kolkata,38,28,84.9
41,Male,B.E,DevOps Engineer,Pune,52,19,58.9
37,Male,B.Tech,Engineering Manager,Mumbai,46,15,55
41,Male,M.Tech,Fullstack Developer,Bengaluru,38,19,52.2
36,Female,B.Sc IT,Product Manager,Hyderabad,39,14,42.2
31,Male,PhD,Cloud Architect,Gurugram,39,9,42.8
43,Male,M.Tech,Engineering Manager,Kolkata,42,21,73.4
24,Female,MCA,Fullstack Developer,Kolkata,35,2,8.7
23,Male,B.Tech,Engineering Manager,Kolkata,44,1,23.7
45,Male,B.Sc IT,Software Engineer,Chennai,54,23,55.4
29,Female,BCA,Security Engineer,Chennai,45,7,24.1
40,Male,B.Sc IT,Cloud Architect,Noida,54,18,68.4
22,Female,MCA,Frontend Developer,Gurugram,41,0,3.7
45,Male,M.Tech,Fullstack Developer,Gurugram,43,23,60.9
47,Male,B.Tech,Backend Developer,Noida,38,25,66.7
45,Female,MBA,Product Manager,Gurugram,41,23,56.8
30,Male,PhD,Fullstack Developer,Mumbai,48,8,30.8
39,Male,M.Tech,Security Engineer,Chennai,49,17,63.5
50,Female,M.Tech,QA Engineer,Kolkata,36,28,65.7
22,Female,MCA,Security Engineer,Noida,44,0,12
34,Male,MBA,Software Engineer,Kolkata,52,12,35.4
44,Male,BCA,Software Engineer,Kolkata,49,22,63
37,Male,M.Tech,DevOps Engineer,Pune,46,15,46.1
47,Female,B.Sc IT,Product Manager,Noida,40,25,53
30,Male,MCA,Cloud Architect,Hyderabad,42,8,37
48,Female,MBA,Frontend Developer,Bengaluru,42,26,70.5
23,Male,MCA,Data Scientist,Gurugram,48,1,15.5
44,Female,MCA,DevOps Engineer,Kolkata,44,22,49.7
25,Female,PhD,Engineering Manager,Hyderabad,40,3,29.4
34,Female,B.Sc IT,Fullstack Developer,Mumbai,52,12,34.5
38,Male,MCA,Backend Developer,Chennai,47,16,39.2
42,Male,BCA,Engineering Manager,Gurugram,53,20,74.5
29,Female,B.Sc IT,DevOps Engineer,Mumbai,54,7,22.5
25,Female,M.Tech,Frontend Developer,Gurugram,39,3,14.1
43,Female,B.E,Cloud Architect,Hyderabad,38,21,73.4
46,Female,PhD,Frontend Developer,Chennai,38,24,56.8
24,Male,B.Tech,Data Scientist,Mumbai,52,2,18.5
50,Male,B.Tech,Fullstack Developer,Kolkata,44,28,76.5
42,Female,B.Tech,Cloud Architect,Kolkata,38,20,63.3
22,Male,B.E,DevOps Engineer,Chennai,53,0,4.5
50,Male,BCA,Security Engineer,Mumbai,40,28,88.3
27,Male,MCA,Product Manager,Kolkata,54,5,14.4
25,Male,BCA,DevOps Engineer,Mumbai,45,3,16
27,Female,MCA,Data Scientist,Pune,53,5,20.7
48,Male,MBA,Software Engineer,Bengaluru,53,26,66.9
41,Male,B.Sc IT,QA Engineer,Kolkata,44,19,56
50,Male,M.Tech,Cloud Architect,Pune,42,28,88.5
21,Female,PhD,Frontend Developer,Bengaluru,36,0,14.7
36,Male,PhD,Backend Developer,Noida,36,14,46.4
47,Male,MBA,Fullstack Developer,Mumbai,46,25,83.9
27,Female,B.Tech,Product Manager,Gurugram,46,5,14.9
45,Male,MBA,DevOps Engineer,Hyderabad,43,23,63.9
30,Female,M.Tech,DevOps Engineer,Chennai,45,8,23.2
41,Female,BCA,Product Manager,Chennai,46,19,40.1
34,Male,M.Tech,Cloud Architect,Pune,53,12,53.4
31,Female,B.Sc IT,Engineering Manager,Kolkata,47,9,40.9
28,Male,MCA,Frontend Developer,Chennai,39,6,21.4
23,Female,MCA,DevOps Engineer,Hyderabad,50,1,8.8
29,Female,PhD,Cloud Architect,Bengaluru,47,7,39.9
41,Male,MBA,Cloud Architect,Noida,47,19,65.8
43,Female,MBA,Frontend Developer,Gurugram,38,21,47.3
31,Male,M.Tech,Product Manager,Pune,49,9,28.4
40,Female,B.Sc IT,Frontend Developer,Noida,46,18,46.9
34,Female,M.Tech,Fullstack Developer,Hyderabad,51,12,31.8
40,Male,BCA,QA Engineer,Noida,40,18,46.4
39,Male,MCA,Engineering Manager,Kolkata,54,17,57.7
33,Male,M.Tech,Software Engineer,Mumbai,54,11,37.7
45,Male,B.Tech,Data Scientist,Gurugram,46,23,60.4
39,Female,MBA,Cloud Architect,Mumbai,37,17,63.2
43,Male,PhD,Security Engineer,Chennai,42,21,76.5
29,Male,B.E,QA Engineer,Gurugram,39,7,19.2
26,Male,BCA,Engineering Manager,Gurugram,49,4,26.6
28,Female,MCA,Cloud Architect,Kolkata,49,6,27.1
45,Male,BCA,Frontend Developer,Hyderabad,45,23,68.5
37,Male,B.Sc IT,Fullstack Developer,Kolkata,50,15,45.6
26,Male,MCA,Engineering Manager,Mumbai,37,4,37.5
29,Female,B.E,Security Engineer,Chennai,47,7,30.3
39,Female,MCA,Fullstack Developer,Mumbai,52,17,39.1
40,Female,B.Tech,QA Engineer,Mumbai,35,18,46.5
47,Male,B.Sc IT,Engineering Manager,Kolkata,50,25,81.9
37,Female,B.E,Security Engineer,Gurugram,52,15,43.4
31,Female,MBA,DevOps Engineer,Mumbai,54,9,28.7
25,Female,MBA,Security Engineer,Chennai,36,3,22.5
50,Male,B.E,Data Scientist,Gurugram,35,28,93
43,Female,B.Tech,Fullstack Developer,Noida,46,21,47.3
24,Female,PhD,Product Manager,Mumbai,53,2,15.5
37,Female,MCA,Cloud Architect,Hyderabad,46,15,60.2
43,Female,B.E,Cloud Architect,Chennai,50,21,69.1
33,Female,B.E,Cloud Architect,Bengaluru,35,11,46
48,Male,B.E,Product Manager,Kolkata,47,26,67.2
33,Male,PhD,Data Scientist,Chennai,52,11,45.6
32,Female,M.Tech,Fullstack Developer,Mumbai,37,10,34.2
46,Male,B.E,Product Manager,Gurugram,45,24,66.8
26,Male,B.E,Cloud Architect,Mumbai,43,4,28.8
24,Male,M.Tech,Backend Developer,Hyderabad,53,2,16.8
46,Male,BCA,Software Engineer,Pune,50,24,58.4
22,Male,MBA,Engineering Manager,Chennai,43,0,22.7
22,Male,B.Tech,DevOps Engineer,Kolkata,39,0,3.9
45,Male,B.Sc IT,Frontend Developer,Noida,35,23,62.9
30,Male,M.Tech,Data Scientist,Chennai,53,8,31.4
22,Male,BCA,QA Engineer,Noida,49,0,4.5
40,Female,B.Sc IT,QA Engineer,Hyderabad,37,18,46.3
44,Female,MCA,Security Engineer,Kolkata,46,22,63.8
47,Female,B.Sc IT,Product Manager,Kolkata,51,25,59.9
43,Female,MBA,Backend Developer,Pune,45,21,57.3
21,Male,PhD,Fullstack Developer,Kolkata,49,0,11.1
28,Female,PhD,Cloud Architect,Chennai,54,6,41
33,Female,PhD,Engineering Manager,Noida,44,11,47
25,Female,BCA,Software Engineer,Bengaluru,43,3,14.3
39,Male,M.Tech,Cloud Architect,Gurugram,45,17,58.3
30,Male,PhD,Cloud Architect,Hyderabad,51,8,51.8
50,Female,MCA,Security Engineer,Chennai,50,28,65.3
35,Female,MBA,Engineering Manager,Chennai,51,13,49.5
46,Female,B.Tech,Cloud Architect,Mumbai,38,24,66.8
43,Male,B.Tech,Engineering Manager,Pune,37,21,71.5
43,Female,B.Sc IT,Security Engineer,Pune,47,21,65.6
47,Male,B.E,Fullstack Developer,Chennai,52,25,70.4
30,Female,B.E,Engineering Manager,Mumbai,41,8,39.9
33,Female,PhD,Software Engineer,Gurugram,40,11,33.1
39,Male,MBA,Cloud Architect,Chennai,38,17,61.3
45,Female,B.E,Data Scientist,Mumbai,48,23,58.4
32,Female,BCA,DevOps Engineer,Bengaluru,41,10,33.4
24,Female,B.Sc IT,Security Engineer,Pune,45,2,15.2
30,Male,M.Tech,Engineering Manager,Chennai,49,8,37.5
41,Male,PhD,Data Scientist,Bengaluru,47,19,80.9
34,Male,B.Tech,Software Engineer,Hyderabad,44,12,40.7
27,Female,BCA,Backend Developer,Pune,43,5,12.7
31,Male,B.E,Security Engineer,Bengaluru,43,9,40.3
33,Male,B.E,Security Engineer,Bengaluru,35,11,37.3
38,Male,M.Tech,Engineering Manager,Kolkata,43,16,69.1
36,Male,M.Tech,Software Engineer,Pune,51,14,39
41,Female,BCA,Backend Developer,Hyderabad,48,19,52.5
34,Male,B.Tech,Cloud Architect,Noida,35,12,54.8
35,Female,MBA,DevOps Engineer,Hyderabad,52,13,38.7
42,Female,B.E,Software Engineer,Bengaluru,41,20,46.7
45,Male,BCA,Software Engineer,Noida,41,23,58.6
23,Male,PhD,Security Engineer,Bengaluru,42,1,25.8
43,Female,MCA,Product Manager,Noida,38,21,53.4
24,Female,PhD,Engineering Manager,Hyderabad,51,2,34
48,Male,PhD,DevOps Engineer,Mumbai,45,26,75.7
38,Male,B.Tech,Cloud Architect,Hyderabad,50,16,65.6
21,Male,M.Tech,Fullstack Developer,Kolkata,52,0,7.7
23,Female,B.E,Fullstack Developer,Kolkata,47,1,6.6
22,Female,MBA,Security Engineer,Gurugram,47,0,11.5
48,Female,B.Tech,Frontend Developer,Pune,44,26,68.5
37,Male,M.Tech,DevOps Engineer,Pune,47,15,46.7
49,Male,M.Tech,Product Manager,Noida,36,27,74.3
44,Male,M.Tech,QA Engineer,Gurugram,51,22,64.3
33,Female,B.E,Security Engineer,Kolkata,49,11,35.4
33,Male,MCA,Product Manager,Noida,52,11,29.8
42,Male,BCA,Fullstack Developer,Mumbai,40,20,58.1
34,Female,MBA,Engineering Manager,Gurugram,53,12,42.3
38,Female,M.Tech,Software Engineer,Hyderabad,38,16,46.5
39,Female,MBA,Software Engineer,Gurugram,41,17,46.2
44,Male,PhD,Backend Developer,Gurugram,54,22,69.2
24,Female,MBA,Data Scientist,Bengaluru,38,2,19.6
26,Female,M.Tech,Frontend Developer,Bengaluru,41,4,17.8
25,Female,B.Tech,Data Scientist,Mumbai,50,3,23.3
23,Male,BCA,Software Engineer,Chennai,53,1,7.1
22,Male,MBA,QA Engineer,Hyderabad,47,0,9.5
22,Female,B.Tech,Cloud Architect,Chennai,37,0,17
41,Male,MBA,DevOps Engineer,Chennai,41,19,55.9
49,Male,B.Sc IT,Engineering Manager,Bengaluru,46,27,103.5
35,Male,B.Tech,DevOps Engineer,Noida,38,13,41
28,Female,B.Tech,Software Engineer,Gurugram,41,6,14.8
43,Male,BCA,Data Scientist,Gurugram,48,21,70.1
21,Male,B.Sc IT,Fullstack Developer,Pune,42,0,4
41,Female,M.Tech,Fullstack Developer,Kolkata,46,19,51.6
41,Male,M.Tech,Backend Developer,Mumbai,51,19,65.5
48,Female,B.Tech,Security Engineer,Bengaluru,38,26,72.3
38,Male,B.Tech,Frontend Developer,Gurugram,52,16,41.1
37,Male,PhD,Fullstack Developer,Hyderabad,52,15,56.6
49,Male,B.Tech,Frontend Developer,Hyderabad,53,27,75.2
28,Male,B.Sc IT,Backend Developer,Mumbai,40,6,19.8
39,Male,MCA,Security Engineer,Bengaluru,42,17,66
42,Female,B.Sc IT,Software Engineer,Hyderabad,47,20,57.2
46,Female,B.Tech,Backend Developer,Bengaluru,40,24,61.5
47,Female,PhD,Software Engineer,Hyderabad,47,25,62.8
27,Male,B.Sc IT,Engineering Manager,Gurugram,37,5,31
28,Male,B.E,Engineering Manager,Pune,35,6,32.4
42,Female,MBA,Cloud Architect,Noida,48,20,63.9
43,Male,MCA,Data Scientist,Kolkata,38,21,59.2
40,Female,B.Tech,Product Manager,Bengaluru,43,18,53.4
40,Male,PhD,DevOps Engineer,Hyderabad,44,18,57.9
45,Female,B.Tech,Cloud Architect,Kolkata,40,23,78.1
24,Male,PhD,Software Engineer,Pune,47,2,13.8
45,Male,MCA,Engineering Manager,Pune,53,23,86
29,Female,BCA,QA Engineer,Bengaluru,43,7,22.2
29,Male,MCA,Fullstack Developer,Hyderabad,38,7,25
49,Female,B.Sc IT,Software Engineer,Pune,40,27,73.9
48,Male,MCA,Fullstack Developer,Gurugram,41,26,67
23,Male,B.Tech,Fullstack Developer,Chennai,54,1,6
30,Male,MCA,Frontend Developer,Noida,45,8,25.1
24,Male,B.Tech,Engineering Manager,Hyderabad,48,2,24.1
42,Female,B.E,Software Engineer,Mumbai,54,20,56.4
21,Male,MCA,Fullstack Developer,Kolkata,52,0,4.1
47,Male,MBA,Security Engineer,Gurugram,42,25,76.4
38,Female,M.Tech,Data Scientist,Mumbai,51,16,59.3
46,Female,MBA,Data Scientist,Mumbai,37,24,61.1
44,Male,B.Tech,Fullstack Developer,Gurugram,38,22,64.2
40,Male,M.Tech,Cloud Architect,Bengaluru,45,18,70.6
34,Male,B.Tech,Product Manager,Bengaluru,45,12,35.7
39,Male,MCA,Frontend Developer,Pune,49,17,43.8
35,Male,MBA,Product Manager,Mumbai,46,13,38.3
37,Male,MBA,Product Manager,Bengaluru,37,15,53.5
42,Female,MCA,Backend Developer,Pune,39,20,44.9
33,Male,PhD,Data Scientist,Gurugram,49,11,44.8
46,Female,M.Tech,Cloud Architect,Gurugram,48,24,69.5
39,Female,M.Tech,QA Engineer,Pune,54,17,38.7
41,Male,PhD,Frontend Developer,Pune,42,19,50.1
41,Female,B.Tech,Product Manager,Mumbai,43,19,50.5
22,Male,B.Sc IT,DevOps Engineer,Mumbai,38,0,8.3
33,Female,B.Sc IT,DevOps Engineer,Chennai,35,11,29.3
39,Male,B.Tech,Software Engineer,Hyderabad,41,17,44.5
33,Male,B.Tech,Fullstack Developer,Hyderabad,43,11,36.2
23,Female,M.Tech,Cloud Architect,Bengaluru,48,1,29.4
25,Female,M.Tech,DevOps Engineer,Bengaluru,48,3,17.3
34,Male,MBA,Engineering Manager,Bengaluru,42,12,54.7
27,Male,BCA,Frontend Developer,Hyderabad,42,5,19.4
39,Male,MBA,Cloud Architect,Mumbai,43,17,65
30,Female,MCA,Security Engineer,Pune,53,8,32.4
40,Female,BCA,QA Engineer,Gurugram,47,18,49.5
29,Male,MBA,Backend Developer,Hyderabad,48,7,24.5
32,Female,BCA,Fullstack Developer,Gurugram,38,10,28
34,Male,B.Tech,Product Manager,Mumbai,46,12,42.2
33,Male,MBA,QA Engineer,Noida,45,11,29.8
24,Female,BCA,QA Engineer,Chennai,51,2,7
33,Female,MBA,Software Engineer,Hyderabad,49,11,37.2
25,Female,MCA,Product Manager,Chennai,40,3,10.9
31,Female,B.Sc IT,Security Engineer,Chennai,39,9,29.2
27,Male,M.Tech,Frontend Developer,Bengaluru,52,5,20.1
38,Male,B.Tech,Frontend Developer,Bengaluru,41,16,52.5
21,Male,MBA,Frontend Developer,Chennai,50,0,7.9
21,Female,B.Tech,Software Engineer,Hyderabad,36,0,6.7
48,Female,B.E,Cloud Architect,Gurugram,50,26,71.4
21,Male,MCA,DevOps Engineer,Bengaluru,50,0,7.4
36,Female,BCA,Product Manager,Mumbai,51,14,36.3
30,Female,B.Sc IT,DevOps Engineer,Bengaluru,50,8,26.8
47,Male,MBA,Frontend Developer,Chennai,43,25,72.2
36,Female,MBA,Fullstack Developer,Kolkata,42,14,41.3
38,Female,B.Sc IT,Security Engineer,Pune,48,16,46.2
26,Female,M.Tech,DevOps Engineer,Hyderabad,50,4,16.3
38,Male,B.Tech,Software Engineer,Bengaluru,36,16,41.2
44,Male,PhD,Frontend Developer,Noida,44,22,63.9
43,Female,PhD,Engineering Manager,Mumbai,52,21,65.8
42,Female,PhD,Engineering Manager,Pune,41,20,63.5
50,Male,BCA,Product Manager,Gurugram,50,28,67.8
45,Female,M.Tech,Frontend Developer,Pune,52,23,55.9
30,Female,B.Tech,Cloud Architect,Noida,45,8,33.9
22,Male,MBA,Cloud Architect,Mumbai,50,0,23.7
21,Female,MCA,Security Engineer,Kolkata,47,0,11.7
31,Male,BCA,Product Manager,Chennai,41,9,28.9
38,Male,B.Tech,Data Scientist,Pune,53,16,51.4
33,Male,BCA,DevOps Engineer,Kolkata,36,11,35.9
37,Male,MCA,QA Engineer,Noida,37,15,44.1
37,Male,MCA,Frontend Developer,Pune,49,15,36.6
35,Female,MBA,DevOps Engineer,Chennai,42,13,31.8
26,Female,MCA,DevOps Engineer,Chennai,48,4,12.1
36,Male,B.E,Backend Developer,Hyderabad,35,14,37.3
22,Female,B.Tech,Security Engineer,Chennai,44,0,10.2
45,Male,MBA,Backend Developer,Hyderabad,52,23,70
39,Male,B.Tech,Frontend Developer,Mumbai,39,17,44
28,Male,MCA,Security Engineer,Noida,50,6,23.7
33,Male,PhD,QA Engineer,Bengaluru,48,11,36.9
32,Male,MBA,Engineering Manager,Chennai,51,10,47.6
21,Male,BCA,Backend Developer,Hyderabad,42,0,7.2
36,Male,M.Tech,Backend Developer,Pune,42,14,43.6
24,Male,PhD,QA Engineer,Pune,47,2,16.7
37,Male,MCA,Cloud Architect,Pune,46,15,53.4
24,Female,MBA,QA Engineer,Chennai,36,2,10.4
42,Female,M.Tech,Fullstack Developer,Bengaluru,46,20,54.8
28,Female,B.E,Software Engineer,Pune,44,6,18.6
46,Female,B.Sc IT,Engineering Manager,Bengaluru,38,24,63.9
25,Male,B.E,Software Engineer,Kolkata,48,3,12.1
50,Male,MBA,Backend Developer,Mumbai,39,28,70.4
38,Male,B.E,DevOps Engineer,Hyderabad,36,16,42.7
34,Male,MBA,Software Engineer,Hyderabad,44,12,34.9
50,Female,MCA,Security Engineer,Mumbai,49,28,75.3
39,Female,B.Sc IT,QA Engineer,Kolkata,47,17,46.4
31,Male,B.E,Cloud Architect,Bengaluru,39,9,38.8
28,Male,B.E,Software Engineer,Pune,47,6,18.9
42,Male,BCA,DevOps Engineer,Pune,36,20,54
48,Male,B.E,Software Engineer,Kolkata,53,26,61.1
40,Male,B.Tech,Cloud Architect,Chennai,50,18,71.4
42,Female,PhD,DevOps Engineer,Mumbai,40,20,53.5
34,Female,B.E,Backend Developer,Chennai,48,12,33.7
32,Female,MBA,Security Engineer,Hyderabad,38,10,39.3
30,Male,B.Sc IT,Frontend Developer,Noida,50,8,27.1
26,Female,B.E,Fullstack Developer,Gurugram,43,4,13.8
30,Female,MCA,Data Scientist,Noida,48,8,31.1
46,Male,MBA,Frontend Developer,Mumbai,37,24,81.1
28,Male,B.E,Backend Developer,Hyderabad,36,6,25.3
32,Female,B.Tech,QA Engineer,Bengaluru,40,10,25.4
34,Female,B.Tech,Product Manager,Gurugram,40,12,33.1
29,Female,MBA,Frontend Developer,Kolkata,40,7,19.1
27,Male,MBA,Data Scientist,Kolkata,44,5,30
29,Female,MBA,Fullstack Developer,Hyderabad,39,7,22.4
29,Female,B.E,DevOps Engineer,Pune,48,7,21.6
36,Male,B.E,Security Engineer,Mumbai,50,14,57
28,Female,B.E,Data Scientist,Chennai,48,6,21.8
33,Female,M.Tech,Cloud Architect,Kolkata,52,11,42.4
23,Male,BCA,Engineering Manager,Kolkata,54,1,18.4
29,Male,MCA,Fullstack Developer,Kolkata,47,7,20
39,Male,MCA,Data Scientist,Noida,52,17,48.7
25,Female,M.Tech,Security Engineer,Noida,51,3,20.9
48,Female,B.E,Cloud Architect,Bengaluru,35,26,83.1
47,Male,M.Tech,Security Engineer,Gurugram,35,25,86
40,Male,M.Tech,DevOps Engineer,Bengaluru,36,18,61.5
40,Male,B.E,DevOps Engineer,Mumbai,49,18,50.8
49,Male,MBA,Backend Developer,Bengaluru,36,27,80.8
43,Male,BCA,Frontend Developer,Gurugram,53,21,59
38,Male,M.Tech,Product Manager,Hyderabad,36,16,43.8
40,Male,M.Tech,Fullstack Developer,Mumbai,54,18,48.3
45,Male,B.Tech,Data Scientist,Mumbai,50,23,72.2
47,Male,M.Tech,Engineering Manager,Gurugram,51,25,78.2
24,Female,BCA,Cloud Architect,Chennai,38,2,24.2
35,Female,B.Sc IT,Cloud Architect,Chennai,51,13,48
43,Male,BCA,Engineering Manager,Chennai,46,21,75.5
39,Male,PhD,Cloud Architect,Mumbai,48,17,64.2
43,Male,B.Sc IT,DevOps Engineer,Chennai,53,21,61.4
40,Female,M.Tech,Engineering Manager,Bengaluru,53,18,57.7
49,Male,BCA,Cloud Architect,Chennai,37,27,91.3
36,Male,M.Tech,Software Engineer,Hyderabad,48,14,42
33,Male,BCA,Data Scientist,Mumbai,48,11,38.5
36,Female,B.Tech,Software Engineer,Mumbai,50,14,36.7
29,Female,B.Sc IT,Data Scientist,Kolkata,54,7,29.5
43,Male,B.E,Frontend Developer,Chennai,38,21,52.9
42,Female,B.Sc IT,Fullstack Developer,Mumbai,46,20,50.7
41,Female,B.Sc IT,Backend Developer,Gurugram,44,19,50.2
37,Female,B.E,Fullstack Developer,Pune,50,15,37.4
35,Female,B.Tech,DevOps Engineer,Mumbai,39,13,33.4
27,Male,B.E,Security Engineer,Hyderabad,45,5,24.8
39,Female,B.E,Security Engineer,Noida,41,17,45.9
24,Female,M.Tech,Cloud Architect,Hyderabad,53,2,29.3
32,Female,B.E,Engineering Manager,Hyderabad,40,10,48.6
45,Male,B.E,QA Engineer,Mumbai,45,23,73.7
50,Male,BCA,Fullstack Developer,Noida,39,28,81.8
45,Female,PhD,Frontend Developer,Chennai,53,23,60.5
49,Female,B.Sc IT,QA Engineer,Pune,39,27,62.2
41,Female,B.E,Security Engineer,Noida,39,19,53.5
47,Male,B.Sc IT,Security Engineer,Mumbai,37,25,81.1
21,Male,MBA,Product Manager,Noida,35,0,6.1
36,Male,MCA,Engineering Manager,Kolkata,45,14,48.9
47,Male,MBA,QA Engineer,Pune,48,25,73.8
21,Female,MCA,Frontend Developer,Bengaluru,39,0,6.3
35,Female,B.E,Product Manager,Pune,50,13,33.2
39,Female,MBA,Data Scientist,Gurugram,53,17,44
39,Male,MBA,Frontend Developer,Chennai,44,17,45.1
46,Female,BCA,Engineering Manager,Gurugram,51,24,77.1
43,Female,B.E,QA Engineer,Gurugram,52,21,47.2
31,Male,B.Tech,Fullstack Developer,Gurugram,37,9,23.3
23,Female,B.Sc IT,Backend Developer,Bengaluru,54,1,10.2
26,Female,BCA,Engineering Manager,Kolkata,46,4,26.4
29,Male,PhD,Software Engineer,Mumbai,50,7,33.4
47,Female,BCA,Frontend Developer,Chennai,54,25,54.8
48,Male,MCA,Fullstack Developer,Noida,41,26,64.6
39,Female,B.Tech,QA Engineer,Bengaluru,47,17,52
48,Female,B.E,Cloud Architect,Mumbai,50,26,78
36,Female,MBA,Backend Developer,Noida,44,14,33.3
22,Male,BCA,Engineering Manager,Pune,40,0,19.5
25,Female,BCA,Backend Developer,Chennai,44,3,10
26,Male,B.Sc IT,QA Engineer,Gurugram,54,4,14.8
39,Male,M.Tech,Engineering Manager,Mumbai,41,17,68.5
21,Female,MBA,Security Engineer,Mumbai,50,0,17.5
33,Female,PhD,Product Manager,Pune,46,11,32.7
37,Male,BCA,Backend Developer,Pune,46,15,46.1
23,Female,B.E,Backend Developer,Bengaluru,42,1,10.8
50,Male,MBA,Data Scientist,Mumbai,41,28,88.3
43,Male,B.Tech,Data Scientist,Mumbai,46,21,63
21,Male,MBA,QA Engineer,Gurugram,36,0,6.4
42,Female,PhD,Backend Developer,Gurugram,43,20,47.8
21,Male,MCA,Product Manager,Pune,37,0,4.3
27,Male,MCA,Frontend Developer,Chennai,52,5,16.7
30,Male,MBA,Software Engineer,Mumbai,44,8,26.8
42,Female,PhD,Software Engineer,Bengaluru,38,20,63
37,Female,B.E,QA Engineer,Hyderabad,42,15,46.5
34,Male,PhD,Security Engineer,Pune,53,12,46.2
36,Male,B.Tech,Data Scientist,Chennai,35,14,50.5
48,Male,B.E,Engineering Manager,Gurugram,53,26,87.9
29,Male,BCA,Software Engineer,Kolkata,40,7,21.8
29,Male,PhD,Software Engineer,Gurugram,53,7,24.3
22,Male,BCA,Software Engineer,Chennai,35,0,3.7
25,Female,MCA,Fullstack Developer,Bengaluru,41,3,15.5
46,Male,BCA,Software Engineer,Kolkata,35,24,72
27,Male,B.Sc IT,Data Scientist,Pune,47,5,21.8
36,Male,BCA,Backend Developer,Kolkata,49,14,33.7
37,Male,MBA,Security Engineer,Chennai,43,15,47.7
27,Female,MBA,Frontend Developer,Kolkata,50,5,18.5
27,Male,MBA,Fullstack Developer,Kolkata,52,5,20
36,Male,MCA,Software Engineer,Kolkata,44,14,41
29,Female,B.Sc IT,DevOps Engineer,Chennai,50,7,21
22,Female,BCA,Backend Developer,Hyderabad,49,0,7
35,Female,MBA,Engineering Manager,Gurugram,54,13,53.3
22,Male,PhD,Software Engineer,Pune,43,0,11.7
25,Male,PhD,Software Engineer,Gurugram,53,3,18.9
43,Male,PhD,Cloud Architect,Kolkata,50,21,73.7
24,Male,B.Sc IT,Data Scientist,Bengaluru,54,2,18.6
45,Male,PhD,Security Engineer,Gurugram,37,23,87.6
29,Male,M.Tech,Security Engineer,Bengaluru,47,7,40.8
36,Female,BCA,Cloud Architect,Pune,41,14,41.9
46,Female,MBA,Engineering Manager,Pune,35,24,78.4
44,Male,BCA,Backend Developer,Hyderabad,39,22,62.7
21,Male,MBA,QA Engineer,Bengaluru,48,0,12.2
47,Female,PhD,Product Manager,Hyderabad,51,25,66.1
35,Female,B.Sc IT,Security Engineer,Noida,48,13,34.2
48,Male,B.E,QA Engineer,Bengaluru,35,26,78.3
43,Male,BCA,Backend Developer,Noida,43,21,51.9
39,Male,BCA,Security Engineer,Hyderabad,41,17,49.8
34,Female,PhD,Frontend Developer,Bengaluru,52,12,43.9
25,Male,MCA,Engineering Manager,Gurugram,35,3,30
32,Female,MBA,Fullstack Developer,Kolkata,45,10,28.3
44,Male,MCA,Cloud Architect,Pune,40,22,72.2
36,Male,BCA,QA Engineer,Gurugram,53,14,37
35,Male,PhD,DevOps Engineer,Noida,38,13,45.4
40,Male,PhD,Fullstack Developer,Gurugram,43,18,57
36,Male,MCA,DevOps Engineer,Mumbai,51,14,41.8
36,Male,BCA,Software Engineer,Pune,38,14,37.7
34,Male,M.Tech,Data Scientist,Bengaluru,46,12,51.7
34,Male,M.Tech,QA Engineer,Kolkata,47,12,33.6
36,Female,B.Tech,Backend Developer,Gurugram,43,14,39.3
37,Male,PhD,DevOps Engineer,Noida,50,15,53.5
48,Male,B.E,Frontend Developer,Chennai,39,26,61.7
38,Female,MCA,Software Engineer,Hyderabad,51,16,46.3
37,Male,MBA,Engineering Manager,Pune,54,15,51
33,Male,MBA,Security Engineer,Kolkata,40,11,43.4
22,Male,BCA,Security Engineer,Noida,50,0,11.9
41,Male,B.Tech,Fullstack Developer,Bengaluru,53,19,55.8
42,Male,BCA,Security Engineer,Bengaluru,44,20,65.9
44,Male,MCA,Fullstack Developer,Chennai,54,22,59.4
43,Male,B.E,Product Manager,Noida,49,21,56.4
29,Female,PhD,Engineering Manager,Noida,36,7,39.2
46,Female,MBA,Backend Developer,Mumbai,36,24,64.1
41,Female,MBA,DevOps Engineer,Bengaluru,42,19,46.1
49,Female,B.Sc IT,Cloud Architect,Hyderabad,52,27,77.7
49,Male,MBA,Data Scientist,Noida,48,27,84
40,Male,B.Sc IT,DevOps Engineer,Mumbai,45,18,52.4
